shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
S400032,40.644812,-74.095959,90006
S400032,40.644770,-74.096435,90007
S400032,40.644770,-74.096435,100001
S400032,40.644702,-74.097219,100002
S400032,40.644662,-74.098139,100003
S400032,40.644662,-74.098479,100004
S400032,40.644742,-74.099279,100005
S400032,40.644752,-74.099689,100006
S400032,40.644752,-74.100069,100007
S400032,40.644742,-74.100479,100008
S400032,40.644742,-74.100649,100009
S400032,40.644752,-74.100789,100010
S400032,40.644762,-74.100879,100011
S400032,40.644792,-74.101009,100012
S400032,40.644832,-74.101129,100013
S400032,40.644962,-74.101449,100014
S400032,40.645022,-74.101609,100015
S400032,40.645052,-74.101689,100016
S400032,40.645117,-74.101883,100017
S400032,40.645117,-74.101883,110001
S400032,40.645152,-74.101989,110002
S400032,40.645242,-74.102319,110003
S400032,40.645312,-74.102619,110004
S400032,40.645352,-74.102839,110005
S400032,40.645372,-74.103009,110006
S400032,40.645372,-74.103419,110007
S400032,40.645362,-74.103619,110008
S400032,40.645362,-74.103679,110009
S400032,40.645332,-74.104119,110010
S400032,40.645295,-74.104624,110011
S400032,40.645295,-74.104624,120001
S400032,40.645292,-74.104669,120002
S400032,40.645272,-74.105399,120003
S400032,40.645222,-74.107419,120004
S400032,40.645216,-74.107638,120005
S400032,40.645216,-74.107638,130001
S400032,40.645212,-74.107779,130002
S400032,40.645192,-74.108139,130003
S400032,40.645162,-74.108469,130004
S400032,40.645122,-74.108719,130005
S400032,40.644952,-74.109449,130006
S400032,40.644752,-74.110359,130007
S400032,40.644702,-74.110569,130008
S400032,40.644682,-74.110639,130009
S400032,40.644664,-74.110715,130010
S400032,40.644664,-74.110715,140001
S400032,40.644642,-74.110809,140002
S400032,40.644522,-74.111119,140003
S400032,40.644352,-74.111519,140004
S400032,40.644262,-74.111698,140005
S400032,40.644112,-74.111979,140006
S400032,40.643952,-74.112198,140007
S400032,40.643862,-74.112289,140008
S400032,40.643822,-74.112319,140009
S400032,40.643742,-74.112358,140010
S400032,40.643662,-74.112389,140011
S400032,40.643532,-74.112398,140012
S400032,40.643312,-74.112399,140013
S400032,40.643252,-74.112409,140014
S400032,40.643212,-74.112439,140015
S400032,40.643182,-74.112479,140016
S400032,40.643162,-74.112519,140017
S400032,40.643132,-74.112639,140018
S400032,40.643102,-74.112769,140019
S400032,40.643062,-74.113049,140020
S400032,40.643052,-74.113099,140021
S400032,40.643022,-74.113389,140022
S400032,40.642992,-74.113559,140023
S400032,40.642952,-74.113689,140024
S400032,40.642887,-74.113845,140025
S400032,40.642887,-74.113845,150001
S400032,40.642882,-74.113859,150002
S400032,40.642702,-74.114199,150003
S400032,40.642592,-74.114369,150004
S400032,40.642432,-74.114619,150005
S400032,40.642232,-74.114899,150006
S400032,40.642202,-74.114939,150007
S400032,40.642142,-74.115039,150008
S400032,40.641912,-74.115399,150009
S400032,40.641832,-74.115519,150010
S400032,40.641642,-74.115809,150011
S400032,40.641398,-74.116208,150012
S400032,40.641398,-74.116208,160001
S400032,40.641392,-74.116219,160002
S400032,40.641342,-74.116299,160003
S400032,40.641112,-74.116659,160004
S400032,40.641062,-74.116769,160005
S400032,40.641002,-74.116899,160006
S400032,40.640832,-74.117339,160007
S400032,40.640782,-74.117459,160008
S400032,40.640682,-74.117709,160009
S400032,40.640587,-74.117912,160010
S400032,40.640587,-74.117912,170001
S400032,40.640542,-74.118009,170002
S400032,40.640482,-74.118119,170003
S400032,40.640402,-74.118269,170004
S400032,40.640372,-74.118369,170005
S400032,40.640362,-74.118459,170006
S400032,40.640382,-74.118559,170007
S400032,40.640462,-74.118689,170008
S400032,40.640672,-74.118929,170009
S400032,40.640732,-74.119029,170010
S400032,40.640772,-74.119099,170011
S400032,40.640822,-74.119279,170012
S400032,40.640842,-74.119489,170013
S400032,40.640852,-74.119629,170014
S400032,40.640842,-74.119749,170015
S400032,40.640812,-74.119879,170016
S400032,40.640752,-74.120039,170017
S400032,40.640582,-74.120379,170018
S400032,40.640562,-74.120419,170019
S400032,40.640496,-74.120498,170020
S400032,40.640496,-74.120498,180001
S400032,40.640462,-74.120539,180002
S400032,40.640362,-74.120649,180003
S400032,40.640292,-74.120709,180004
S400032,40.640072,-74.120899,180005
S400032,40.639822,-74.121139,180006
S400032,40.639522,-74.121459,180007
S400032,40.639172,-74.121819,180008
S400032,40.638552,-74.122469,180009
S400032,40.638458,-74.122581,180010
S400032,40.638458,-74.122581,190001
S400032,40.638452,-74.122589,190002
S400032,40.638362,-74.122719,190003
S400032,40.638112,-74.123089,190004
S400032,40.638032,-74.123209,190005
S400032,40.638002,-74.123259,190006
S400032,40.637942,-74.123369,190007
S400032,40.637842,-74.123569,190008
S400032,40.637702,-74.123922,190009
S400032,40.637702,-74.123922,200001
S400032,40.637592,-74.124199,200002
S400032,40.637452,-74.124589,200003
S400032,40.637372,-74.124859,200004
S400032,40.637182,-74.125659,200005
S400032,40.637182,-74.126319,200006
S400032,40.637191,-74.126707,200007
S400032,40.637191,-74.126707,210001
S400032,40.637192,-74.126739,210002
S400032,40.637202,-74.126849,210003
S400032,40.637282,-74.127849,210004
S400032,40.637332,-74.128649,210005
S400032,40.637472,-74.128709,210006
S400032,40.637892,-74.128879,210007
S400032,40.638301,-74.128993,210008
S400032,40.638301,-74.128993,220001
S400032,40.638322,-74.128999,220002
S400032,40.638592,-74.129119,220003
S400032,40.638842,-74.129259,220004
S400032,40.639022,-74.129379,220005
S400032,40.639052,-74.129409,220006
S400032,40.639202,-74.129529,220007
S400032,40.639362,-74.129649,220008
S400032,40.639462,-74.129729,220009
S400032,40.639612,-74.129879,220010
S400032,40.639802,-74.130099,220011
S400032,40.640022,-74.130409,220012
S400032,40.640162,-74.130649,220013
S400032,40.640255,-74.130824,220014
S400032,40.640255,-74.130824,230001
S400032,40.640342,-74.130989,230002
S400032,40.640402,-74.131209,230003
S400032,40.640422,-74.131349,230004
S400032,40.640422,-74.131398,230005
S400032,40.640402,-74.131469,230006
S400032,40.640382,-74.131549,230007
S400032,40.640352,-74.132299,230008
S400032,40.640312,-74.133649,230009
S400032,40.640282,-74.134489,230010
S400032,40.640276,-74.134882,230011
S400032,40.640276,-74.134882,240001
S400032,40.640272,-74.135139,240002
S400032,40.640262,-74.135369,240003
S400032,40.640252,-74.135839,240004
S400032,40.640252,-74.136189,240005
S400032,40.640242,-74.136519,240006
S400032,40.640240,-74.136540,240007
S400032,40.640240,-74.136540,250001
S400032,40.640232,-74.136659,250002
S400032,40.640212,-74.136859,250003
S400032,40.640182,-74.136998,250004
S400032,40.640112,-74.137249,250005
S400032,40.640012,-74.137549,250006
S400032,40.639982,-74.137659,250007
S400032,40.639952,-74.137759,250008
S400032,40.639882,-74.137979,250009
S400032,40.639862,-74.138059,250010
S400032,40.639832,-74.138149,250011
S400032,40.639732,-74.138479,250012
S400032,40.639702,-74.138589,250013
S400032,40.639682,-74.138749,250014
S400032,40.639692,-74.138889,250015
S400032,40.639712,-74.139089,250016
S400032,40.639722,-74.139269,250017
S400032,40.639732,-74.139389,250018
S400032,40.639745,-74.139594,250019
S400032,40.639745,-74.139594,260001
S400032,40.639752,-74.139699,260002
S400032,40.639772,-74.139909,260003
S400032,40.639752,-74.140129,260004
S400032,40.639712,-74.140549,260005
S400032,40.639672,-74.140729,260006
S400032,40.639592,-74.141019,260007
S400032,40.639482,-74.141299,260008
S400032,40.639292,-74.141749,260009
S400032,40.639122,-74.142159,260010
S400032,40.638974,-74.142546,260011
S400032,40.638974,-74.142546,270001
S400032,40.638852,-74.142869,270002
S400032,40.638722,-74.143169,270003
S400032,40.638662,-74.143289,270004
S400032,40.638552,-74.143529,270005
S400032,40.638472,-74.143699,270006
S400032,40.638282,-74.144098,270007
S400032,40.637952,-74.144779,270008
S400032,40.637912,-74.144989,270009
S400032,40.637894,-74.145090,270010
S400032,40.637894,-74.145090,280001
S400032,40.637782,-74.145729,280002
S400032,40.637722,-74.146039,280003
S400032,40.637590,-74.146955,280004
S400032,40.637590,-74.146955,290001
S400032,40.637582,-74.147009,290002
S400032,40.637412,-74.148139,290003
S400032,40.637368,-74.148470,290004
S400032,40.637368,-74.148470,300001
S400032,40.637362,-74.148519,300002
S400032,40.637212,-74.149519,300003
S400032,40.637112,-74.150079,300004
S400032,40.637072,-74.150369,300005
S400032,40.637008,-74.151103,300006
S400032,40.637008,-74.151103,310001
S400032,40.636982,-74.151399,310002
S400032,40.636932,-74.152069,310003
S400032,40.636932,-74.152099,310004
S400032,40.636872,-74.152859,310005
S400032,40.636868,-74.152910,310006
S400032,40.636868,-74.152910,320001
S400032,40.636792,-74.153869,320002
S400032,40.636801,-74.154672,320003
S400032,40.636801,-74.154672,330001
S400032,40.636802,-74.154769,330002
S400032,40.636852,-74.156189,330003
S400032,40.636852,-74.156939,330004
S400032,40.636828,-74.157714,330005
S400032,40.636828,-74.157714,340001
S400032,40.636822,-74.157939,340002
S400032,40.636822,-74.158139,340003
S400032,40.636822,-74.158759,340004
S400032,40.636842,-74.159039,340005
S400032,40.636862,-74.159159,340006
S400032,40.636922,-74.159408,340007
S400032,40.637002,-74.159729,340008
S400032,40.637042,-74.159899,340009
S400032,40.637082,-74.160018,340010
S400032,40.637106,-74.160087,340011
S400032,40.637106,-74.160087,350001
S400032,40.637132,-74.160159,350002
S400032,40.637162,-74.160229,350003
S400032,40.637432,-74.160799,350004
S400032,40.637482,-74.160909,350005
S400032,40.637572,-74.161089,350006
S400032,40.637652,-74.161259,350007
S400032,40.637842,-74.161779,350008
S400032,40.637902,-74.161939,350009
S400032,40.638002,-74.162179,350010
S400032,40.638082,-74.162319,350011
S400032,40.638202,-74.162529,350012
S400032,40.638232,-74.162576,350013
S400032,40.638232,-74.162576,360001
S400032,40.638332,-74.162729,360002
S400032,40.638432,-74.162899,360003
S400032,40.638512,-74.163029,360004
S400032,40.638802,-74.163408,360005
S400032,40.638902,-74.163509,360006
S400032,40.639162,-74.163799,360007
S400032,40.639482,-74.164169,360008
S400032,40.639632,-74.164409,360009
S400032,40.639802,-74.164729,360010
S400032,40.639936,-74.165055,360011
S400032,40.639936,-74.165055,370001
S400032,40.639962,-74.165119,370002
S400032,40.640002,-74.165229,370003
S400032,40.640172,-74.165679,370004
S400032,40.640272,-74.166019,370005
S400032,40.640182,-74.166019,370006
S400032,40.640130,-74.166021,370007
S400032,40.640130,-74.166021,380001
S400032,40.635922,-74.166179,380002
S400032,40.635842,-74.166179,380003
S400032,40.635425,-74.166198,380004
S400034,40.636119,-74.166171,10001
S400034,40.640182,-74.166019,10002
S400034,40.640272,-74.166019,10003
S400034,40.640183,-74.165717,10004
S400034,40.640183,-74.165717,20001
S400034,40.640172,-74.165679,20002
S400034,40.640002,-74.165229,20003
S400034,40.639962,-74.165119,20004
S400034,40.639802,-74.164729,20005
S400034,40.639632,-74.164409,20006
S400034,40.639482,-74.164169,20007
S400034,40.639372,-74.164041,20008
S400034,40.639372,-74.164041,30001
S400034,40.639162,-74.163799,30002
S400034,40.638902,-74.163509,30003
S400034,40.638802,-74.163408,30004
S400034,40.638512,-74.163029,30005
S400034,40.638432,-74.162899,30006
S400034,40.638332,-74.162729,30007
S400034,40.638202,-74.162529,30008
S400034,40.638082,-74.162319,30009
S400034,40.638002,-74.162179,30010
S400034,40.637952,-74.162058,30011
S400034,40.637952,-74.162058,40001
S400034,40.637902,-74.161939,40002
S400034,40.637842,-74.161779,40003
S400034,40.637652,-74.161259,40004
S400034,40.637572,-74.161089,40005
S400034,40.637482,-74.160909,40006
S400034,40.637432,-74.160799,40007
S400034,40.637162,-74.160229,40008
S400034,40.637132,-74.160159,40009
S400034,40.637082,-74.160018,40010
S400034,40.637043,-74.159902,40011
S400034,40.637043,-74.159902,50001
S400034,40.637042,-74.159899,50002
S400034,40.637002,-74.159729,50003
S400034,40.636922,-74.159408,50004
S400034,40.636862,-74.159159,50005
S400034,40.636842,-74.159039,50006
S400034,40.636822,-74.158759,50007
S400034,40.636822,-74.158139,50008
S400034,40.636822,-74.157939,50009
S400034,40.636833,-74.157560,50010
S400034,40.636833,-74.157560,60001
S400034,40.636852,-74.156939,60002
S400034,40.636852,-74.156189,60003
S400034,40.636806,-74.154884,60004
S400034,40.636806,-74.154884,70001
S400034,40.636802,-74.154769,70002
S400034,40.636792,-74.153869,70003
S400034,40.636872,-74.152859,70004
S400034,40.636932,-74.152099,70005
S400034,40.636932,-74.152069,70006
S400034,40.636982,-74.151399,70007
S400034,40.636992,-74.151285,70008
S400034,40.636992,-74.151285,80001
S400034,40.637072,-74.150369,80002
S400034,40.637112,-74.150079,80003
S400034,40.637212,-74.149519,80004
S400034,40.637346,-74.148624,80005
S400034,40.637346,-74.148624,90001
S400034,40.637362,-74.148519,90002
S400034,40.637412,-74.148139,90003
S400034,40.637582,-74.147009,90004
S400034,40.637617,-74.146765,90005
S400034,40.637617,-74.146765,100001
S400034,40.637722,-74.146039,100002
S400034,40.637782,-74.145729,100003
S400034,40.637912,-74.144989,100004
S400034,40.637920,-74.144948,100005
S400034,40.637920,-74.144948,110001
S400034,40.637952,-74.144779,110002
S400034,40.638282,-74.144098,110003
S400034,40.638472,-74.143699,110004
S400034,40.638552,-74.143529,110005
S400034,40.638662,-74.143289,110006
S400034,40.638722,-74.143169,110007
S400034,40.638852,-74.142869,110008
S400034,40.639064,-74.142311,110009
S400034,40.639064,-74.142311,120001
S400034,40.639122,-74.142159,120002
S400034,40.639292,-74.141749,120003
S400034,40.639482,-74.141299,120004
S400034,40.639592,-74.141019,120005
S400034,40.639672,-74.140729,120006
S400034,40.639712,-74.140549,120007
S400034,40.639752,-74.140129,120008
S400034,40.639772,-74.139909,120009
S400034,40.639752,-74.139699,120010
S400034,40.639732,-74.139389,120011
S400034,40.639722,-74.139269,120012
S400034,40.639717,-74.139175,120013
S400034,40.639717,-74.139175,130001
S400034,40.639712,-74.139089,130002
S400034,40.639692,-74.138889,130003
S400034,40.639682,-74.138749,130004
S400034,40.639702,-74.138589,130005
S400034,40.639732,-74.138479,130006
S400034,40.639832,-74.138149,130007
S400034,40.639862,-74.138059,130008
S400034,40.639882,-74.137979,130009
S400034,40.639952,-74.137759,130010
S400034,40.639982,-74.137659,130011
S400034,40.640012,-74.137549,130012
S400034,40.640112,-74.137249,130013
S400034,40.640182,-74.136998,130014
S400034,40.640212,-74.136859,130015
S400034,40.640218,-74.136800,130016
S400034,40.640218,-74.136800,140001
S400034,40.640232,-74.136659,140002
S400034,40.640242,-74.136519,140003
S400034,40.640252,-74.136189,140004
S400034,40.640252,-74.135839,140005
S400034,40.640262,-74.135369,140006
S400034,40.640272,-74.135139,140007
S400034,40.640278,-74.134747,140008
S400034,40.640278,-74.134747,150001
S400034,40.640282,-74.134489,150002
S400034,40.640312,-74.133649,150003
S400034,40.640322,-74.133304,150004
S400034,40.640322,-74.133304,160001
S400034,40.640352,-74.132299,160002
S400034,40.640382,-74.131549,160003
S400034,40.640402,-74.131469,160004
S400034,40.640422,-74.131398,160005
S400034,40.640422,-74.131349,160006
S400034,40.640402,-74.131209,160007
S400034,40.640342,-74.130989,160008
S400034,40.640162,-74.130649,160009
S400034,40.640022,-74.130409,160010
S400034,40.639802,-74.130099,160011
S400034,40.639776,-74.130069,160012
S400034,40.639776,-74.130069,170001
S400034,40.639612,-74.129879,170002
S400034,40.639462,-74.129729,170003
S400034,40.639362,-74.129649,170004
S400034,40.639202,-74.129529,170005
S400034,40.639052,-74.129409,170006
S400034,40.639022,-74.129379,170007
S400034,40.639006,-74.129369,170008
S400034,40.639006,-74.129369,180001
S400034,40.638842,-74.129259,180002
S400034,40.638592,-74.129119,180003
S400034,40.638322,-74.128999,180004
S400034,40.637892,-74.128879,180005
S400034,40.637665,-74.128787,180006
S400034,40.637665,-74.128787,190001
S400034,40.637472,-74.128709,190002
S400034,40.637332,-74.128649,190003
S400034,40.637282,-74.127849,190004
S400034,40.637244,-74.127378,190005
S400034,40.637244,-74.127378,200001
S400034,40.637202,-74.126849,200002
S400034,40.637192,-74.126739,200003
S400034,40.637182,-74.126319,200004
S400034,40.637182,-74.125851,200005
S400034,40.637182,-74.125851,210001
S400034,40.637182,-74.125659,210002
S400034,40.637372,-74.124859,210003
S400034,40.637452,-74.124589,210004
S400034,40.637592,-74.124199,210005
S400034,40.637803,-74.123668,210006
S400034,40.637803,-74.123668,220001
S400034,40.637842,-74.123569,220002
S400034,40.637942,-74.123369,220003
S400034,40.638002,-74.123259,220004
S400034,40.638032,-74.123209,220005
S400034,40.638112,-74.123089,220006
S400034,40.638362,-74.122719,220007
S400034,40.638452,-74.122589,220008
S400034,40.638552,-74.122469,220009
S400034,40.639041,-74.121956,220010
S400034,40.639041,-74.121956,230001
S400034,40.639172,-74.121819,230002
S400034,40.639522,-74.121459,230003
S400034,40.639822,-74.121139,230004
S400034,40.640072,-74.120899,230005
S400034,40.640196,-74.120791,230006
S400034,40.640196,-74.120791,240001
S400034,40.640292,-74.120709,240002
S400034,40.640362,-74.120649,240003
S400034,40.640462,-74.120539,240004
S400034,40.640562,-74.120419,240005
S400034,40.640582,-74.120379,240006
S400034,40.640752,-74.120039,240007
S400034,40.640812,-74.119879,240008
S400034,40.640842,-74.119749,240009
S400034,40.640852,-74.119629,240010
S400034,40.640842,-74.119489,240011
S400034,40.640822,-74.119279,240012
S400034,40.640772,-74.119099,240013
S400034,40.640732,-74.119029,240014
S400034,40.640672,-74.118929,240015
S400034,40.640462,-74.118689,240016
S400034,40.640382,-74.118559,240017
S400034,40.640362,-74.118459,240018
S400034,40.640372,-74.118369,240019
S400034,40.640402,-74.118269,240020
S400034,40.640482,-74.118119,240021
S400034,40.640542,-74.118009,240022
S400034,40.640682,-74.117709,240023
S400034,40.640782,-74.117459,240024
S400034,40.640832,-74.117339,240025
S400034,40.640848,-74.117297,240026
S400034,40.640848,-74.117297,250001
S400034,40.641002,-74.116899,250002
S400034,40.641062,-74.116769,250003
S400034,40.641112,-74.116659,250004
S400034,40.641342,-74.116299,250005
S400034,40.641392,-74.116219,250006
S400034,40.641642,-74.115809,250007
S400034,40.641818,-74.115539,250008
S400034,40.641818,-74.115539,260001
S400034,40.641832,-74.115519,260002
S400034,40.641912,-74.115399,260003
S400034,40.642142,-74.115039,260004
S400034,40.642202,-74.114939,260005
S400034,40.642232,-74.114899,260006
S400034,40.642432,-74.114619,260007
S400034,40.642592,-74.114369,260008
S400034,40.642702,-74.114199,260009
S400034,40.642790,-74.114031,260010
S400034,40.642790,-74.114031,270001
S400034,40.642882,-74.113859,270002
S400034,40.642952,-74.113689,270003
S400034,40.642992,-74.113559,270004
S400034,40.643022,-74.113389,270005
S400034,40.643052,-74.113099,270006
S400034,40.643062,-74.113049,270007
S400034,40.643102,-74.112769,270008
S400034,40.643132,-74.112639,270009
S400034,40.643162,-74.112519,270010
S400034,40.643182,-74.112479,270011
S400034,40.643212,-74.112439,270012
S400034,40.643252,-74.112409,270013
S400034,40.643312,-74.112399,270014
S400034,40.643532,-74.112398,270015
S400034,40.643662,-74.112389,270016
S400034,40.643742,-74.112358,270017
S400034,40.643822,-74.112319,270018
S400034,40.643862,-74.112289,270019
S400034,40.643952,-74.112198,270020
S400034,40.644112,-74.111979,270021
S400034,40.644262,-74.111698,270022
S400034,40.644352,-74.111519,270023
S400034,40.644522,-74.111119,270024
S400034,40.644565,-74.111008,270025
S400034,40.644565,-74.111008,280001
S400034,40.644642,-74.110809,280002
S400034,40.644682,-74.110639,280003
S400034,40.644702,-74.110569,280004
S400034,40.644752,-74.110359,280005
S400034,40.644952,-74.109449,280006
S400034,40.645080,-74.108900,280007
S400034,40.645080,-74.108900,290001
S400034,40.645122,-74.108719,290002
S400034,40.645162,-74.108469,290003
S400034,40.645192,-74.108139,290004
S400034,40.645212,-74.107779,290005
S400034,40.645222,-74.107419,290006
S400034,40.645272,-74.105399,290007
S400034,40.645289,-74.104767,290008
S400034,40.645289,-74.104767,300001
S400034,40.645292,-74.104669,300002
S400034,40.645332,-74.104119,300003
S400034,40.645362,-74.103679,300004
S400034,40.645362,-74.103619,300005
S400034,40.645372,-74.103419,300006
S400034,40.645372,-74.103009,300007
S400034,40.645352,-74.102839,300008
S400034,40.645312,-74.102619,300009
S400034,40.645242,-74.102319,300010
S400034,40.645152,-74.101989,300011
S400034,40.645117,-74.101883,300012
S400034,40.645117,-74.101883,310001
S400034,40.645052,-74.101689,310002
S400034,40.645022,-74.101609,310003
S400034,40.644962,-74.101449,310004
S400034,40.644832,-74.101129,310005
S400034,40.644792,-74.101009,310006
S400034,40.644762,-74.100879,310007
S400034,40.644752,-74.100789,310008
S400034,40.644742,-74.100649,310009
S400034,40.644742,-74.100479,310010
S400034,40.644752,-74.100069,310011
S400034,40.644752,-74.099689,310012
S400034,40.644742,-74.099279,310013
S400034,40.644662,-74.098479,310014
S400034,40.644662,-74.098139,310015
S400034,40.644662,-74.098134,310016
S400034,40.644662,-74.098134,320001
S400034,40.644702,-74.097219,320002
S400034,40.644800,-74.096095,320003
S400034,40.644800,-74.096095,330001
S400034,40.644812,-74.095959,330002
S400034,40.644882,-74.095429,330003
S400034,40.644972,-74.094979,330004
S400034,40.645042,-74.094669,330005
S400034,40.645444,-74.092975,330006
S400034,40.645444,-74.092975,340001
S400034,40.645472,-74.092859,340002
S400034,40.645632,-74.092229,340003
S400034,40.645842,-74.091399,340004
S400034,40.646032,-74.090639,340005
S400034,40.646192,-74.090009,340006
S400034,40.646292,-74.089699,340007
S400034,40.646372,-74.089489,340008
S400034,40.646472,-74.089289,340009
S400034,40.646652,-74.088939,340010
S400034,40.646894,-74.088585,340011
S400034,40.646894,-74.088585,350001
S400034,40.646912,-74.088559,350002
S400034,40.646992,-74.088439,350003
S400034,40.647192,-74.088139,350004
S400034,40.647592,-74.087419,350005
S400034,40.647632,-74.087359,350006
S400034,40.647817,-74.087023,350007
S400034,40.647817,-74.087023,360001
S400034,40.647852,-74.086959,360002
S400034,40.647902,-74.086869,360003
S400034,40.647972,-74.086749,360004
S400034,40.648162,-74.086399,360005
S400034,40.648272,-74.086109,360006
S400034,40.648322,-74.085919,360007
S400034,40.648352,-74.085799,360008
S400034,40.648392,-74.085489,360009
S400034,40.648392,-74.085189,360010
S400034,40.648382,-74.085039,360011
S400034,40.648342,-74.084859,360012
S400034,40.648272,-74.084609,360013
S400034,40.648242,-74.084499,360014
S400034,40.648147,-74.084180,360015
S400034,40.648147,-74.084180,370001
S400034,40.648042,-74.083829,370002
S400034,40.648012,-74.083719,370003
S400034,40.647732,-74.082829,370004
S400034,40.647672,-74.082619,370005
S400034,40.647622,-74.082409,370006
S400034,40.647502,-74.081759,370007
S400034,40.647383,-74.081096,370008
S400034,40.647383,-74.081096,380001
S400034,40.647352,-74.080919,380002
S400034,40.647312,-74.080669,380003
S400034,40.647262,-74.080469,380004
S400034,40.647212,-74.080289,380005
S400034,40.647122,-74.080069,380006
S400034,40.647042,-74.079899,380007
S400034,40.646812,-74.079479,380008
S400034,40.646662,-74.079219,380009
S400034,40.646312,-74.078589,380010
S400034,40.646262,-74.078499,380011
S400034,40.646172,-74.078349,380012
S400034,40.646130,-74.078283,380013
S400034,40.646130,-74.078283,390001
S400034,40.646032,-74.078129,390002
S400034,40.645932,-74.077989,390003
S400034,40.645692,-74.077789,390004
S400034,40.645532,-74.077669,390005
S400034,40.644462,-74.076849,390006
S400034,40.643502,-74.076129,390007
S400034,40.642935,-74.075685,390008
S400034,40.642935,-74.075685,400001
S400034,40.642862,-74.075629,400002
S400034,40.642552,-74.075379,400003
S400034,40.642402,-74.075259,400004
S400034,40.642292,-74.075169,400005
S400034,40.642212,-74.075159,400006
S400034,40.642142,-74.075019,400007
S400034,40.642172,-74.074789,400008
S400034,40.642202,-74.074639,400009
S400034,40.642292,-74.074159,400010
S400034,40.642372,-74.073719,400011
S400034,40.642432,-74.073439,400012
S400034,40.642522,-74.072999,400013
S400034,40.642692,-74.072629,400014
S400034,40.642872,-74.072409,400015
S400034,40.643062,-74.072329,400016
S400034,40.643222,-74.072359,400017
S400034,40.643272,-74.072379,400018
S400034,40.643482,-74.072519,400019
S400034,40.643576,-74.072607,400020
S400034,40.643681,-74.072721,400021
S400034,40.643792,-74.072809,400022
S400034,40.643695,-74.073088,400023
S400038,40.643339,-74.074111,10001
S400038,40.643264,-74.074327,10002
S400038,40.643399,-74.074410,10003
S400038,40.643332,-74.074579,10004
S400038,40.643172,-74.074819,10005
S400038,40.643012,-74.074989,10006
S400038,40.642882,-74.075129,10007
S400038,40.642822,-74.075319,10008
S400038,40.642822,-74.075419,10009
S400038,40.642862,-74.075629,10010
S400038,40.643210,-74.075901,10011
S400038,40.643210,-74.075901,20001
S400038,40.643502,-74.076129,20002
S400038,40.644462,-74.076849,20003
S400038,40.644736,-74.077059,20004
S400038,40.644736,-74.077059,30001
S400038,40.645532,-74.077669,30002
S400038,40.645692,-74.077789,30003
